"Name","Date","Open","High","Low","Close","Adj.Close","Volume"
"AAPL","2018-03-22",42.5,43.169998,42.150002,42.212502,40.079479,165963200
"AAPL","2018-03-23",42.0975,42.48,41.235001,41.235001,39.151379,164115200
"AAPL","2018-03-26",42.017502,43.275002,41.610001,43.192501,41.009968,150164800
"AAPL","2018-03-27",43.419998,43.787498,41.73,42.084999,39.958431,163690400
"AAPL","2018-03-28",41.8125,42.505001,41.297501,41.619999,39.516914,166674000
"AAPL","2018-03-29",41.952499,42.9375,41.724998,41.945,39.8255,153594000
"AAPL","2018-04-02",41.66,42.235001,41.1175,41.669998,39.564388,150347200
"AAPL","2018-04-03",41.91,42.1875,41.220001,42.0975,39.970295,121112000
"AAPL","2018-04-04",41.220001,43.002499,41.192501,42.9025,40.734615,138422000
"AAPL","2018-04-05",43.145,43.557499,43.02,43.200001,41.017086,107732800
"AAPL","2018-04-06",42.7425,43.119999,42.049999,42.095001,39.967922,140021200
"AAPL","2018-04-09",42.470001,43.272499,42.462502,42.512501,40.364338,116070800
"AAPL","2018-04-10",43.25,43.5,42.8825,43.3125,41.123909,113634400
"AAPL","2018-04-11",43.057499,43.48,42.924999,43.110001,40.931644,89726400
"AAPL","2018-04-12",43.352501,43.75,43.259998,43.535,41.335159,91557200
"AAPL","2018-04-13",43.695,43.959999,43.462502,43.682499,41.475216,100497200
"AAPL","2018-04-16",43.7575,44.047501,43.7075,43.955002,41.73394,86313600
"AAPL","2018-04-17",44.122501,44.735001,44.102501,44.560001,42.308369,106421600
"AAPL","2018-04-18",44.452499,44.705002,44.220001,44.459999,42.213425,83018000
"AAPL","2018-04-19",43.439999,43.8475,43.165001,43.200001,41.017086,139235200
"AAPL","2018-04-20",42.650002,42.805,41.357498,41.43,39.336521,261964400
"AAPL","2018-04-23",41.7075,41.73,41.022499,41.310001,39.222588,146062000
"AAPL","2018-04-24",41.4175,41.5825,40.305,40.735001,38.676636,134768000
"AAPL","2018-04-25",40.654999,41.355,40.602501,40.912498,38.845169,113528400
"AAPL","2018-04-26",41.029999,41.432499,40.842499,41.055,38.980469,111852000
"AAPL","2018-04-27",41,41.0825,40.157501,40.580002,38.529472,142623200
"AAPL","2018-04-30",40.532501,41.814999,40.459999,41.314999,39.227341,169709600
"AAPL","2018-05-01",41.602501,42.299999,41.317501,42.275002,40.138828,214277600
"AAPL","2018-05-02",43.807499,44.4375,43.450001,44.142502,41.911961,266157600
"AAPL","2018-05-03",43.970001,44.375,43.610001,44.2225,41.987915,136272800
"AAPL","2018-05-04",44.5625,46.0625,44.5425,45.9575,43.635254,224805200
"AAPL","2018-05-07",46.294998,46.9175,46.1875,46.290001,43.950951,169805600
"AAPL","2018-05-08",46.247501,46.555,45.9175,46.512501,44.162201,113611200
"AAPL","2018-05-09",46.637501,46.849998,46.305,46.84,44.473152,92844800
"AAPL","2018-05-10",46.935001,47.592499,46.912498,47.509998,45.109299,111957200
"AAPL","2018-05-11",47.372501,47.514999,46.862499,47.147499,44.937737,104848800
"AAPL","2018-05-14",47.252499,47.3825,46.965,47.037498,44.83289,83115200
"AAPL","2018-05-15",46.695,46.767502,46.275002,46.610001,44.425423,94780800
"AAPL","2018-05-16",46.517502,47.115002,46.5,47.044998,44.840034,76732400
"AAPL","2018-05-17",47,47.227501,46.59,46.747501,44.556477,69176000
"AAPL","2018-05-18",46.797501,46.952499,46.532501,46.577499,44.394455,73190800
"AAPL","2018-05-21",47,47.317501,46.727501,46.907501,44.708981,73603200
"AAPL","2018-05-22",47.095001,47.220001,46.695,46.790001,44.597,60962800
"AAPL","2018-05-23",46.587502,47.125,46.439999,47.09,44.882935,80233600
"AAPL","2018-05-24",47.192501,47.209999,46.552502,47.037498,44.83289,92936000
"AAPL","2018-05-25",47.057499,47.412498,46.912498,47.145,44.93536,69844000
"AAPL","2018-05-29",46.900002,47.1875,46.717499,46.974998,44.773315,90056400
"AAPL","2018-05-30",46.93,47,46.695,46.875,44.677998,74762000
"AAPL","2018-05-31",46.805,47.057499,46.535,46.717499,44.527882,109931200
"AAPL","2018-06-01",46.997501,47.564999,46.9375,47.560001,45.33091,93770000
"AAPL","2018-06-04",47.91,48.355,47.837502,47.9575,45.709774,105064800
"AAPL","2018-06-05",48.267502,48.485001,48.09,48.327499,46.062439,86264000
"AAPL","2018-06-06",48.407501,48.52,47.98,48.494999,46.22208,83734400
"AAPL","2018-06-07",48.535,48.549999,48.084999,48.365002,46.098171,85388800
"AAPL","2018-06-08",47.7925,48,47.442501,47.924999,45.678791,106627200
"AAPL","2018-06-11",47.837502,47.9925,47.552502,47.807499,45.566795,73234000
"AAPL","2018-06-12",47.8475,48.1525,47.787498,48.07,45.816998,67644400
"AAPL","2018-06-13",48.105,48.220001,47.610001,47.674999,45.440514,86553600
"AAPL","2018-06-14",47.887501,47.892502,47.555,47.700001,45.464336,86440400
"AAPL","2018-06-15",47.5075,47.540001,47.064999,47.209999,44.997292,246876800
"AAPL","2018-06-18",46.970001,47.305,46.799999,47.185001,44.973484,73939600
"AAPL","2018-06-19",46.285,46.5825,45.862499,46.422501,44.246708,134314000
"AAPL","2018-06-20",46.587502,46.799999,46.432499,46.625,44.43972,82514800
"AAPL","2018-06-21",46.8125,47.087502,46.235001,46.365002,44.191921,102847600
"AAPL","2018-06-22",46.529999,46.537498,46.174999,46.23,44.063232,108801600
"AAPL","2018-06-25",45.849998,46.23,45.182499,45.5425,43.407963,126652400
"AAPL","2018-06-26",45.747501,46.6325,45.634998,46.107498,43.946484,98276800
"AAPL","2018-06-27",46.307499,46.82,46.0075,46.040001,43.882153,101141200
"AAPL","2018-06-28",46.025002,46.552502,45.950001,46.375,44.201443,69460800
"AAPL","2018-06-29",46.572498,46.797501,45.727501,46.2775,44.108509,90950800
"AAPL","2018-07-02",45.955002,46.825001,45.855,46.794998,44.601753,70925200
"AAPL","2018-07-03",46.947498,46.987499,45.884998,45.98,43.824955,55819200
"AAPL","2018-07-05",46.314999,46.602501,46.07,46.349998,44.177612,66416800
"AAPL","2018-07-06",46.355,47.107498,46.299999,46.9925,44.789997,69940800
"AAPL","2018-07-09",47.375,47.669998,47.325001,47.645,45.411919,79026400
"AAPL","2018-07-10",47.677502,47.82,47.544998,47.587502,45.357124,63756400
"AAPL","2018-07-11",47.125,47.445,46.9025,46.970001,44.768555,75326000
"AAPL","2018-07-12",47.3825,47.852501,47.327499,47.7575,45.51915,72164400
"AAPL","2018-07-13",47.77,47.959999,47.724998,47.8325,45.590633,50055600
"AAPL","2018-07-16",47.880001,48.162498,47.605,47.727501,45.490555,60172400
"AAPL","2018-07-17",47.4375,47.967499,47.299999,47.862499,45.619228,62138000
"AAPL","2018-07-18",47.945,47.950001,47.482498,47.599998,45.36903,65573600
"AAPL","2018-07-19",47.422501,48.137501,47.422501,47.970001,45.721684,81147200
"AAPL","2018-07-20",47.945,48.107498,47.5425,47.860001,45.616848,82704800
"AAPL","2018-07-23",47.669998,47.990002,47.389999,47.9025,45.657345,63957600
"AAPL","2018-07-24",48.112499,48.415001,48.012501,48.25,45.98856,74791600
"AAPL","2018-07-25",48.264999,48.712502,48.107498,48.705002,46.422234,66839600
"AAPL","2018-07-26",48.6525,48.990002,48.4025,48.552502,46.276878,76304000
"AAPL","2018-07-27",48.747501,48.797501,47.525002,47.744999,45.507229,96096000
"AAPL","2018-07-30",47.974998,48.049999,47.267502,47.477501,45.252266,84118000
"AAPL","2018-07-31",47.575001,48.035,47.334999,47.572498,45.342819,157492000
"AAPL","2018-08-01",49.782501,50.439999,49.327499,50.375,48.013973,271742800
"AAPL","2018-08-02",50.145,52.095001,50.087502,51.8475,49.417458,249616000
"AAPL","2018-08-03",51.7575,52.185001,51.369999,51.997501,49.560417,133789600
"AAPL","2018-08-06",52,52.3125,51.767502,52.267502,49.817764,101701600
"AAPL","2018-08-07",52.330002,52.375,51.689999,51.7775,49.350735,102349600
"AAPL","2018-08-08",51.512501,51.952499,51.130001,51.8125,49.384094,90102000
"AAPL","2018-08-09",52.3825,52.445,51.799999,52.220001,49.772503,93970400
"AAPL","2018-08-10",51.84,52.275002,51.6675,51.8825,49.624229,98444800
"AAPL","2018-08-13",52.327499,52.737499,51.924999,52.217499,49.944653,103563600
"AAPL","2018-08-14",52.540001,52.639999,52.064999,52.4375,50.155087,82992000
"AAPL","2018-08-15",52.305,52.685001,52.0825,52.560001,50.272255,115230400
"AAPL","2018-08-16",52.9375,53.452499,52.8675,53.330002,51.008736,114001600
"AAPL","2018-08-17",53.360001,54.487499,53.290001,54.395,52.027386,141708000
"AAPL","2018-08-20",54.525002,54.794998,53.7775,53.865002,51.520443,121150800
"AAPL","2018-08-21",54.200001,54.297501,53.5075,53.759998,51.420025,104639200
"AAPL","2018-08-22",53.525002,54.09,53.459999,53.762501,51.422409,76072400
"AAPL","2018-08-23",53.662498,54.262501,53.650002,53.872501,51.527622,75532800
"AAPL","2018-08-24",54.150002,54.224998,53.7775,54.040001,51.687828,73905600
"AAPL","2018-08-27",54.287498,54.685001,54.0825,54.485001,52.113464,82100400
"AAPL","2018-08-28",54.752499,55.134998,54.73,54.924999,52.534306,91107200
"AAPL","2018-08-29",55.037498,55.872501,54.852501,55.744999,53.318619,109019200
"AAPL","2018-08-30",55.8125,57.064999,55.599998,56.2575,53.808815,195175200
"AAPL","2018-08-31",56.627499,57.217499,56.5,56.907501,54.430515,173360400
"AAPL","2018-09-04",57.102501,57.294998,56.657501,57.09,54.605072,109560400
"AAPL","2018-09-05",57.247501,57.4175,56.275002,56.717499,54.248783,133332000
"AAPL","2018-09-06",56.557499,56.837502,55.325001,55.775002,53.347313,137160000
"AAPL","2018-09-07",55.462502,56.342499,55.177502,55.325001,52.916893,150479200
"AAPL","2018-09-10",55.237499,55.462502,54.1175,54.5825,52.206718,158066000
"AAPL","2018-09-11",54.502499,56.075001,54.139999,55.962502,53.526657,142996000
"AAPL","2018-09-12",56.235001,56.25,54.959999,55.267502,52.861897,197114800
"AAPL","2018-09-13",55.880001,57.087502,55.642502,56.602501,54.138794,166825600
"AAPL","2018-09-14",56.4375,56.709999,55.630001,55.959999,53.524261,127997200
"AAPL","2018-09-17",55.537498,55.737499,54.317501,54.470001,52.099117,148780400
"AAPL","2018-09-18",54.447498,55.462502,54.279999,54.560001,52.185196,126286800
"AAPL","2018-09-19",54.625,54.904999,53.825001,54.592499,52.216278,108495200
"AAPL","2018-09-20",55.060001,55.57,54.787498,55.0075,52.61322,106435200
"AAPL","2018-09-21",55.195,55.34,54.322498,54.415001,52.046513,384986800
"AAPL","2018-09-24",54.205002,55.314999,54.157501,55.197498,52.794952,110773600
"AAPL","2018-09-25",54.9375,55.705002,54.924999,55.547501,53.129719,98217600
"AAPL","2018-09-26",55.25,55.9375,54.939999,55.105,52.706474,95938800
"AAPL","2018-09-27",55.955002,56.610001,55.884998,56.237499,53.789684,120724800
"AAPL","2018-09-28",56.197498,56.459999,56.005001,56.435001,53.978584,91717600
"AAPL","2018-10-01",56.987499,57.355,56.587502,56.814999,54.342041,94403200
"AAPL","2018-10-02",56.8125,57.5,56.657501,57.32,54.825062,99152800
"AAPL","2018-10-03",57.512501,58.3675,57.445,58.017502,55.492207,114619200
"AAPL","2018-10-04",57.695,58.087502,56.682499,56.997501,54.516598,128168000
"AAPL","2018-10-05",56.990002,57.102501,55.145,56.072498,53.631866,134322000
"AAPL","2018-10-08",55.552502,56.200001,55.049999,55.942501,53.507523,118655600
"AAPL","2018-10-09",55.91,56.817501,55.5625,56.717499,54.248783,107564000
"AAPL","2018-10-10",56.365002,56.587502,54.012501,54.09,51.735653,167962400
"AAPL","2018-10-11",53.630001,54.875,53.080002,53.612499,51.278942,212497600
"AAPL","2018-10-12",55.105,55.720001,54.209999,55.5275,53.110588,161351600
"AAPL","2018-10-15",55.290001,55.4575,54.317501,54.34,51.974773,123164000
"AAPL","2018-10-16",54.732498,55.747501,54.189999,55.537498,53.120152,116736000
"AAPL","2018-10-17",55.575001,55.66,54.834999,55.297501,52.890587,91541600
"AAPL","2018-10-18",54.465,54.935001,53.25,54.005001,51.65435,130325200
"AAPL","2018-10-19",54.514999,55.314999,54.357498,54.827499,52.441055,132314800
"AAPL","2018-10-22",54.947498,55.84,54.735001,55.162498,52.761471,115168400
"AAPL","2018-10-23",53.9575,55.8125,53.674999,55.682499,53.258835,155071200
"AAPL","2018-10-24",55.650002,56.057499,53.634998,53.772499,51.43198,163702000
"AAPL","2018-10-25",54.427502,55.345001,54.1875,54.950001,52.558231,119423200
"AAPL","2018-10-26",53.974998,55.047501,53.1675,54.075001,51.72131,189033600
"AAPL","2018-10-29",54.797501,54.922501,51.522499,53.060001,50.750488,183742000
"AAPL","2018-10-30",52.787498,53.794998,52.317501,53.325001,51.003952,146640000
"AAPL","2018-10-31",54.220001,55.112499,54.154999,54.715,52.33345,153435600
"AAPL","2018-11-01",54.762501,55.59,54.202499,55.555,53.136898,233292800
"AAPL","2018-11-02",52.387501,53.412498,51.357498,51.869999,49.612286,365314800
"AAPL","2018-11-05",51.075001,51.0975,49.5425,50.397499,48.203869,264654800
"AAPL","2018-11-06",50.48,51.18,50.422501,50.942501,48.725155,127531600
"AAPL","2018-11-07",51.4925,52.514999,51.032501,52.487499,50.202911,133697600
"AAPL","2018-11-08",52.494999,52.529999,51.6875,52.122501,50.027748,101450400
"AAPL","2018-11-09",51.387501,51.502499,50.5625,51.1175,49.063141,137463200
"AAPL","2018-11-12",49.75,49.962502,48.447498,48.5425,46.591621,204542000
"AAPL","2018-11-13",47.907501,49.294998,47.862499,48.057499,46.12611,187531600
"AAPL","2018-11-14",48.474998,48.619999,46.482498,46.700001,44.823162,243204000
"AAPL","2018-11-15",47.0975,47.9925,46.724998,47.852501,45.929356,185915200
"AAPL","2018-11-16",47.625,48.7425,47.365002,48.3825,46.438049,147713200
"AAPL","2018-11-19",47.5,47.674999,46.247501,46.465,44.597614,167701200
"AAPL","2018-11-20",44.592499,45.3675,43.877499,44.244999,42.466827,271300800
"AAPL","2018-11-21",44.932499,45.067501,44.137501,44.195,42.418839,124496800
"AAPL","2018-11-23",43.735001,44.150002,43.025002,43.072498,41.34145,94496000
"AAPL","2018-11-26",43.560001,43.737499,42.564999,43.654999,41.900539,179994000
"AAPL","2018-11-27",42.877499,43.692501,42.720001,43.560001,41.809364,165549600
"AAPL","2018-11-28",44.182499,45.322498,43.732498,45.235001,43.417042,184250000
"AAPL","2018-11-29",45.665001,45.700001,44.424999,44.887501,43.083511,167080000
"AAPL","2018-11-30",45.072498,45.0825,44.2575,44.645,42.850754,158126000
"AAPL","2018-12-03",46.115002,46.235001,45.302502,46.205002,44.348068,163210000
"AAPL","2018-12-04",45.237499,45.5975,44.067501,44.172501,42.397255,165377200
"AAPL","2018-12-06",42.939999,43.695,42.605,43.68,41.924538,172393600
"AAPL","2018-12-07",43.372501,43.622501,42.075001,42.122501,40.429638,169126400
"AAPL","2018-12-10",41.25,42.522499,40.8325,42.400002,40.69598,248104000
"AAPL","2018-12-11",42.915001,42.947498,41.75,42.157501,40.46323,189126800
"AAPL","2018-12-12",42.599998,42.98,42.255001,42.275002,40.576004,142510800
"AAPL","2018-12-13",42.622501,43.142502,42.387501,42.737499,41.019917,127594400
"AAPL","2018-12-14",42.25,42.27,41.32,41.369999,39.707375,162814800
"AAPL","2018-12-17",41.362499,42.087502,40.682499,40.985001,39.337845,177151600
"AAPL","2018-12-18",41.345001,41.8825,41.0975,41.517502,39.848946,135366000
"AAPL","2018-12-19",41.5,41.862499,39.772499,40.2225,38.605988,196189200
"AAPL","2018-12-20",40.099998,40.5275,38.825001,39.2075,37.631786,259092000
"AAPL","2018-12-21",39.215,39.540001,37.407501,37.682499,36.168068,382978400
"AAPL","2018-12-24",37.037498,37.887501,36.647499,36.7075,35.232254,148676800
"AAPL","2018-12-26",37.075001,39.307499,36.68,39.2925,37.713375,234330000
"AAPL","2018-12-27",38.959999,39.192501,37.517502,39.037498,37.468616,212468400
"AAPL","2018-12-28",39.375,39.630001,38.637501,39.057499,37.487816,169165600
"AAPL","2018-12-31",39.6325,39.84,39.119999,39.435001,37.850143,140014000
"AAPL","2019-01-02",38.7225,39.712502,38.557499,39.48,37.89333,148158800
"AAPL","2019-01-03",35.994999,36.43,35.5,35.547501,34.118881,365248800
"AAPL","2019-01-04",36.1325,37.137501,35.950001,37.064999,35.575386,234428400
"AAPL","2019-01-07",37.174999,37.2075,36.474998,36.982498,35.496208,219111200
"AAPL","2019-01-08",37.389999,37.955002,37.130001,37.6875,36.172874,164101200
"AAPL","2019-01-09",37.822498,38.6325,37.407501,38.327499,36.787144,180396400
"AAPL","2019-01-10",38.125,38.4925,37.715,38.450001,36.904732,143122800
"AAPL","2019-01-11",38.220001,38.424999,37.877499,38.072498,36.542408,108092800
"AAPL","2019-01-14",37.712502,37.817501,37.305,37.5,35.992901,129756800
"AAPL","2019-01-15",37.567501,38.3475,37.512501,38.267502,36.729561,114843600
"AAPL","2019-01-16",38.27,38.970001,38.25,38.735001,37.178276,122278800
"AAPL","2019-01-17",38.549999,39.415001,38.314999,38.965,37.399025,119284800
"AAPL","2019-01-18",39.375,39.470001,38.994999,39.205002,37.629379,135004000
"AAPL","2019-01-22",39.102501,39.182499,38.154999,38.325001,36.784756,121576000
"AAPL","2019-01-23",38.537498,38.785,37.924999,38.48,36.933529,92522400
"AAPL","2019-01-24",38.5275,38.619999,37.935001,38.174999,36.640785,101766000
"AAPL","2019-01-25",38.869999,39.532501,38.580002,39.439999,37.854939,134142000
"AAPL","2019-01-28",38.947498,39.0825,38.415001,39.075001,37.504608,104768400
"AAPL","2019-01-29",39.0625,39.532501,38.5275,38.669998,37.115891,166348800
"AAPL","2019-01-30",40.8125,41.537498,40.057499,41.3125,39.652184,244439200
"AAPL","2019-01-31",41.5275,42.25,41.139999,41.610001,39.93774,162958400
"AAPL","2019-02-01",41.740002,42.244999,41.482498,41.630001,39.956928,130672400
"AAPL","2019-02-04",41.852501,42.915001,41.82,42.8125,41.091908,125982000
"AAPL","2019-02-05",43.215,43.77,43.087502,43.544998,41.794971,144406400
"AAPL","2019-02-06",43.662498,43.892502,43.212502,43.560001,41.809364,112958400
"AAPL","2019-02-07",43.099998,43.485001,42.584999,42.735001,41.017521,126966800
"AAPL","2019-02-08",42.247501,42.665001,42.105,42.602501,41.065716,95280000
"AAPL","2019-02-11",42.762501,42.802502,42.3125,42.357498,40.829552,83973600
"AAPL","2019-02-12",42.525002,42.75,42.424999,42.7225,41.181389,89134000
"AAPL","2019-02-13",42.8475,43.119999,42.48,42.544998,41.010288,89960800
"AAPL","2019-02-14",42.427502,42.814999,42.345001,42.700001,41.159698,87342800
"AAPL","2019-02-15",42.8125,42.924999,42.4375,42.605,41.068127,98507200
"AAPL","2019-02-19",42.427502,42.860001,42.372501,42.732498,41.191017,75891200
"AAPL","2019-02-20",42.797501,43.330002,42.747501,43.0075,41.456104,104457600
"AAPL","2019-02-21",42.950001,43.092499,42.575001,42.764999,41.222355,68998800
"AAPL","2019-02-22",42.895,43.25,42.845001,43.2425,41.682629,75652800
"AAPL","2019-02-25",43.540001,43.967499,43.487499,43.557499,41.986259,87493600
"AAPL","2019-02-26",43.427502,43.825001,43.2925,43.5825,42.010361,68280800
"AAPL","2019-02-27",43.302502,43.75,43.182499,43.717499,42.140491,111341600
"AAPL","2019-02-28",43.580002,43.727501,43.23,43.287498,41.726002,112861600
"AAPL","2019-03-01",43.57,43.787498,43.2225,43.7425,42.164589,103544800
"AAPL","2019-03-04",43.922501,44.4375,43.4925,43.962502,42.376659,109744800
"AAPL","2019-03-05",43.985001,44,43.634998,43.8825,42.29953,78949600
"AAPL","2019-03-06",43.6675,43.872501,43.485001,43.630001,42.056156,83241600
"AAPL","2019-03-07",43.467499,43.610001,43.005001,43.125,41.569366,99185600
"AAPL","2019-03-08",42.580002,43.267502,42.375,43.227501,41.668171,95997600
"AAPL","2019-03-11",43.872501,44.779999,43.837502,44.724998,43.111641,128044000
"AAPL","2019-03-12",45,45.6675,44.842499,45.227501,43.596016,129870400
"AAPL","2019-03-13",45.5625,45.825001,45.23,45.427502,43.788811,124130000
"AAPL","2019-03-14",45.974998,46.025002,45.639999,45.932499,44.275585,94318000
"AAPL","2019-03-15",46.212502,46.8325,45.935001,46.529999,44.851532,156171600
"AAPL","2019-03-18",46.450001,47.0975,46.447498,47.005001,45.309399,104879200
"AAPL","2019-03-19",47.087502,47.247501,46.48,46.6325,44.95034,126585600
"AAPL","2019-03-20",46.557499,47.372501,46.182499,47.040001,45.34314,124140800
"AAPL","2019-03-21",47.505001,49.0825,47.452499,48.772499,47.013142,204136800
"AAPL","2019-03-22",48.834999,49.422501,47.695,47.762501,46.039577,169630800
"AAPL","2019-03-25",47.877499,47.994999,46.650002,47.185001,45.48291,175381200
"AAPL","2019-03-26",47.915001,48.220001,46.145,46.697498,45.012989,199202000
"AAPL","2019-03-27",47.1875,47.439999,46.637501,47.1175,45.417847,119393600
"AAPL","2019-03-28",47.237499,47.389999,46.8825,47.18,45.478092,83121600
"AAPL","2019-03-29",47.4575,47.52,47.134998,47.487499,45.774498,94256000
"AAPL","2019-04-01",47.91,47.919998,47.095001,47.810001,46.085369,111448000
"AAPL","2019-04-02",47.772499,48.615002,47.762501,48.505001,46.755302,91062800
"AAPL","2019-04-03",48.3125,49.125,48.287498,48.837502,47.075806,93087200
"AAPL","2019-04-04",48.697498,49.092499,48.285,48.922501,47.157738,76457200
"AAPL","2019-04-05",49.112499,49.275002,48.982498,49.25,47.473404,74106400
"AAPL","2019-04-08",49.105,50.057499,49.084999,50.025002,48.220478,103526800
"AAPL","2019-04-09",50.080002,50.712502,49.807499,49.875,48.075863,143072800
"AAPL","2019-04-10",49.669998,50.185001,49.544998,50.154999,48.345776,86781200
"AAPL","2019-04-11",50.212502,50.25,49.610001,49.737499,47.943329,83603200
"AAPL","2019-04-12",49.799999,50.035,49.052502,49.717499,47.924049,111042800
"AAPL","2019-04-15",49.645,49.962502,49.502499,49.807499,48.010803,70146400
"AAPL","2019-04-16",49.865002,50.342499,49.639999,49.8125,48.015629,102785600
"AAPL","2019-04-17",49.884998,50.845001,49.6525,50.782501,48.950634,115627200
"AAPL","2019-04-18",50.779999,51.037498,50.630001,50.965,49.126556,96783200
"AAPL","2019-04-22",50.7075,51.235001,50.584999,51.1325,49.288006,77758000
"AAPL","2019-04-23",51.107498,51.9375,50.974998,51.869999,49.998913,93292000
"AAPL","2019-04-24",51.84,52.119999,51.762501,51.790001,49.921799,70162400
"AAPL","2019-04-25",51.7075,51.939999,51.279999,51.32,49.468758,74172800
"AAPL","2019-04-26",51.224998,51.25,50.529999,51.075001,49.23259,74596400
"AAPL","2019-04-29",51.099998,51.4925,50.965,51.1525,49.307289,88818800
"AAPL","2019-04-30",50.764999,50.849998,49.7775,50.1675,48.357819,186139600
"AAPL","2019-05-01",52.470001,53.827499,52.307499,52.630001,50.731495,259309200
"AAPL","2019-05-02",52.459999,53.162498,52.032501,52.287498,50.401348,127985200
"AAPL","2019-05-03",52.7225,52.959999,52.557499,52.9375,51.027905,83569600
"AAPL","2019-05-06",51.072498,52.209999,50.875,52.119999,50.239887,129772400
